sample_id,v_hf_frac_1k,v_spec_kurt,v_crest,v_transient_rate_2k,i_hf_frac_1k,i_spec_kurt,i_crest,i_transient_rate_2k
100,0.0048238349037922025,246.31871522065526,1.5762421951575543,0.2857142857142857,0.0011820371087602867,248.14954662415832,1.4740462019305105,0.09523809523809523
101,0.004678351229663648,245.7132442235986,1.5692401909065938,0.23809523809523808,0.0012712094121920617,247.8499072497018,1.5015968767764551,0.0
102,0.0047213611748605526,244.99284756323073,1.5981121867609356,0.23809523809523808,0.0013430871970735178,247.9231856899888,1.534740668088104,0.0
103,0.004707326787789134,244.6548243468428,1.562883770250431,0.23809523809523808,0.0011521687286545454,247.99738100362399,1.5195364325071425,0.0
104,0.004795352623389626,245.60628147720908,1.5754957309282815,0.23809523809523808,0.0013058596584014407,247.6470683971181,1.4955370968107586,0.19047619047619047
105,0.005112775169682572,245.16496685441095,1.5593654571723017,0.2857142857142857,0.0013984873526373728,247.95351501708979,1.5158386279399372,0.0
106,0.004723652670699794,246.99781907555186,1.5747770864442188,0.2857142857142857,0.0012507611558842185,247.8939852634108,1.4930818739865108,0.09523809523809523
107,0.004735758174827832,246.66318939914706,1.559774046736276,0.23809523809523808,0.0012064224877692128,247.87628774114881,1.4921269241842323,0.0
108,0.004995084579217823,246.226358096843,1.581412846624547,0.23809523809523808,0.0011597255153489264,247.95345994503953,1.5244444267147366,0.0
109,0.004891985160648777,247.53772083188534,1.517369759163991,0.2857142857142857,0.0011992397829159482,248.63961791776177,1.520292875831976,0.0
110,0.004301363480264569,245.50374057829913,1.5355351326724929,0.23809523809523808,0.0013845697204192028,247.7817981580163,1.5183721181371737,0.0
111,0.0048771404456334905,244.68562428445395,1.5599235503001174,0.23809523809523808,0.001364165833111485,247.82643176400904,1.4964721886982462,0.09523809523809523
112,0.004451518360009843,245.9525241894411,1.5756085653461658,0.23809523809523808,0.0013775823371666954,247.66466129750748,1.4898789189840296,0.047619047619047616
113,0.005108708657051968,244.29184896566719,1.5814291226368884,0.19047619047619047,0.0011856659652460509,248.34241897162806,1.4808172604831553,0.0
114,0.004749800340460363,246.28732475960257,1.5473920118643179,0.23809523809523808,0.0013721915042741058,248.13609999134823,1.5286867912632796,0.19047619047619047
115,0.00460659830642776,246.41909162769957,1.5570664986330747,0.23809523809523808,0.0012837592032750368,247.56559477106177,1.4955013942184567,0.09523809523809523
116,0.00461903917635656,245.77034485652266,1.5923102767363575,0.23809523809523808,0.001256338398218931,247.28516729284337,1.547745907317224,0.14285714285714285
117,0.004841597469248845,244.29987954914478,1.5230617883919246,0.19047619047619047,0.0013854914366850453,247.29311829133738,1.5027878947291426,0.0
118,0.0046443980786418015,245.0004168438875,1.541707206225853,0.23809523809523808,0.0012843901828148727,247.70340717005868,1.511384984794467,0.0
119,0.00469107955612194,243.92004859024905,1.614904451325773,0.23809523809523808,0.001460625148396013,248.42793624137153,1.5152340128486212,0.0
120,0.0049504917805229445,247.32838159305817,1.6347394405032498,0.23809523809523808,0.001330376684944586,248.03931521924034,1.5092799790739977,0.0
121,0.004716650076179773,246.79408971868546,1.551596239320438,0.3333333333333333,0.001287437734919973,247.97794941930516,1.5108057473068703,0.14285714285714285
122,0.0047773476893584205,244.45007825822483,1.58338263471147,0.23809523809523808,0.0013295513318498106,247.8610814741076,1.4958597972845986,0.09523809523809523
123,0.004601321000662611,244.4184489385812,1.5720367913942266,0.23809523809523808,0.0012072533922291196,247.83395625491517,1.5278028349621995,0.0
124,0.004843014395516737,244.56408919087292,1.5484789004318529,0.23809523809523808,0.0011859764294963506,247.78787518873605,1.5114422997342634,0.19047619047619047
